array_index,pair_key,donor_smiles,acceptor_smiles,PCE,n_source_records,PCE_min,PCE_max,aggregation_rule,donor_scaffold,acceptor_scaffold,pair_scaffold_key
19,CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCC)N=C32)=C(F)C(F)=C3C4=CC=C(C(S5)=CC(C5=C6C7=CC=C(SCC(CCCC)CCCCCC)S7)=C(C8=CC=C(SCC(CCCC)CCCCCC)S8)C9=C6C=C(C)S9)S4||O=C(C(C=C(C=CC=C1)C1=C2)=C2C/3=C(C#N)\C#N)C3=C\C4=CC(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C7=C8SC9=C7C(C%10=CC=C(C=C%10)SCC(CC)CCCC)=C%11C(C(SC%12=C%13C(C%14=CC=C(C=C%14)CCCCCC)(C%15=C%12SC(/C=C%16C(C(C=C(C=CC=C%17)C%17=C%18)=C%18C/%16=C(C#N)/C#N)=O)=C%15)C%19=CC=C(C=C%19)CCCCCC)=C%13S%11)=C9C%20=CC=C(C=C%20)SCC(CCCC)CC)=C8S4,CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCC)N=C32)=C(F)C(F)=C3C4=CC=C(C(S5)=CC(C5=C6C7=CC=C(SCC(CCCC)CCCCCC)S7)=C(C8=CC=C(SCC(CCCC)CCCCCC)S8)C9=C6C=C(C)S9)S4,O=C(C(C=C(C=CC=C1)C1=C2)=C2C/3=C(C#N)\C#N)C3=C\C4=CC(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C7=C8SC9=C7C(C%10=CC=C(C=C%10)SCC(CC)CCCC)=C%11C(C(SC%12=C%13C(C%14=CC=C(C=C%14)CCCCCC)(C%15=C%12SC(/C=C%16C(C(C=C(C=CC=C%17)C%17=C%18)=C%18C/%16=C(C#N)/C#N)=O)=C%15)C%19=CC=C(C=C%19)CCCCCC)=C%13S%11)=C9C%20=CC=C(C=C%20)SCC(CCCC)CC)=C8S4,12.47,2,6.32,12.47,maximum,c1csc(-c2ccc(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3c(s2)-c2sc4c(sc5c(-c6ccccc6)c6c7c(sc6c(-c6ccccc6)c54)-c4sc(C=C5C(=C)c6cc8ccccc8cc6C5=O)cc4C7(c4ccccc4)c4ccccc4)c2C3(c2ccccc2)c2ccccc2)C(=O)c2cc3ccccc3cc21,c1csc(-c2ccc(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)c3n[nH]nc23)c1||C=C1C(=Cc2cc3c(s2)-c2sc4c(sc5c(-c6ccccc6)c6c7c(sc6c(-c6ccccc6)c54)-c4sc(C=C5C(=C)c6cc8ccccc8cc6C5=O)cc4C7(c4ccccc4)c4ccccc4)c2C3(c2ccccc2)c2ccccc2)C(=O)c2cc3ccccc3cc21
20,CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCC)N=C32)=C(F)C(F)=C3C4=CC=C(C(S5)=CC(C5=C6C7=CC=C(SCC(CCCC)CCCCCC)S7)=C(C8=CC=C(SCC(CCCC)CCCCCC)S8)C9=C6C=C(C)S9)S4||O=C(C(C=C(C=CC=C1)C1=C2)=C2C/3=C(C#N)\C#N)C3=C\C4=CC(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C7=C8SC9=C7C(C%10=CC=C(C=C%10)SCC(CC)CCCC)=C%11SC(C%12=C(C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C=C(/C=C%16C(C(C=C(C=CC=C%17)C%17=C%18)=C%18C/%16=C(C#N)/C#N)=O)S%12)=C%13C%11=C9C%19=CC=C(C=C%19)SCC(CCCC)CC)=C8S4,CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCC)N=C32)=C(F)C(F)=C3C4=CC=C(C(S5)=CC(C5=C6C7=CC=C(SCC(CCCC)CCCCCC)S7)=C(C8=CC=C(SCC(CCCC)CCCCCC)S8)C9=C6C=C(C)S9)S4,O=C(C(C=C(C=CC=C1)C1=C2)=C2C/3=C(C#N)\C#N)C3=C\C4=CC(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C7=C8SC9=C7C(C%10=CC=C(C=C%10)SCC(CC)CCCC)=C%11SC(C%12=C(C%13(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C=C(/C=C%16C(C(C=C(C=CC=C%17)C%17=C%18)=C%18C/%16=C(C#N)/C#N)=O)S%12)=C%13C%11=C9C%19=CC=C(C=C%19)SCC(CCCC)CC)=C8S4,10.14,2,10.03,10.14,maximum,c1csc(-c2ccc(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3c(s2)-c2sc4c(-c5ccccc5)c5c6c(sc5c(-c5ccccc5)c4c2C3(c2ccccc2)c2ccccc2)-c2sc(C=C3C(=C)c4cc5ccccc5cc4C3=O)cc2C6(c2ccccc2)c2ccccc2)C(=O)c2cc3ccccc3cc21,c1csc(-c2ccc(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)c3n[nH]nc23)c1||C=C1C(=Cc2cc3c(s2)-c2sc4c(-c5ccccc5)c5c6c(sc5c(-c5ccccc5)c4c2C3(c2ccccc2)c2ccccc2)-c2sc(C=C3C(=C)c4cc5ccccc5cc4C3=O)cc2C6(c2ccccc2)c2ccccc2)C(=O)c2cc3ccccc3cc21
22,CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCC)N=C32)=C(F)C(F)=C3C4=CC=C(C(S5)=CC(C5=C6C7=CC=C(SCC(CCCC)CCCCCC)S7)=C(C8=CC=C(SCC(CCCC)CCCCCC)S8)C9=C6C=C(C)S9)S4||O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC8=C6C(C9=CC=C(C=C9)SCC(CC)CCCC)=C%10SC(C%11=C(C%12(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C=C(/C=C%15C(C(C=CC=C%16)=C%16C/%15=C(C#N)/C#N)=O)S%11)=C%12C%10=C8C%17=CC=C(C=C%17)SCC(CCCC)CC)=C7S3,CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCC)N=C32)=C(F)C(F)=C3C4=CC=C(C(S5)=CC(C5=C6C7=CC=C(SCC(CCCC)CCCCCC)S7)=C(C8=CC=C(SCC(CCCC)CCCCCC)S8)C9=C6C=C(C)S9)S4,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7SC8=C6C(C9=CC=C(C=C9)SCC(CC)CCCC)=C%10SC(C%11=C(C%12(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)C=C(/C=C%15C(C(C=CC=C%16)=C%16C/%15=C(C#N)/C#N)=O)S%11)=C%12C%10=C8C%17=CC=C(C=C%17)SCC(CCCC)CC)=C7S3,10.59,2,9.26,10.59,maximum,c1csc(-c2ccc(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3c(s2)-c2sc4c(-c5ccccc5)c5c6c(sc5c(-c5ccccc5)c4c2C3(c2ccccc2)c2ccccc2)-c2sc(C=C3C(=C)c4ccccc4C3=O)cc2C6(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,c1csc(-c2ccc(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)c3n[nH]nc23)c1||C=C1C(=Cc2cc3c(s2)-c2sc4c(-c5ccccc5)c5c6c(sc5c(-c5ccccc5)c4c2C3(c2ccccc2)c2ccccc2)-c2sc(C=C3C(=C)c4ccccc4C3=O)cc2C6(c2ccccc2)c2ccccc2)C(=O)c2ccccc21
23,CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCCCC)N=C32)=C(F)C(F)=C3C4=CC=C(S4)C5=CC(C(C6=CC(CCCCCCCC)=C(S6)Cl)=C7SC(C)=CC7=C8C9=CC(CCCCCCCC)=C(S9)Cl)=C8S5||O=C(C1=CSC=C1C/2=C(C#N)\C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC(C4=C5C(N(CCC(CC)CCCC)C6=C7CC8=C6SC(/C=C9C(C%10=CSC=C%10C\9=C(C#N)\C#N)=O)=C8CCCCCCCCCCC)=C7C%11=NSN=C4%11)=C%12N5CCC(CC)CCCC)=C%12S3,CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCCCC)N=C32)=C(F)C(F)=C3C4=CC=C(S4)C5=CC(C(C6=CC(CCCCCCCC)=C(S6)Cl)=C7SC(C)=CC7=C8C9=CC(CCCCCCCC)=C(S9)Cl)=C8S5,O=C(C1=CSC=C1C/2=C(C#N)\C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC(C4=C5C(N(CCC(CC)CCCC)C6=C7CC8=C6SC(/C=C9C(C%10=CSC=C%10C\9=C(C#N)\C#N)=O)=C8CCCCCCCCCCC)=C7C%11=NSN=C4%11)=C%12N5CCC(CC)CCCC)=C%12S3,13.46,1,13.46,13.46,maximum,c1csc(-c2ccc(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3c(s2)-c2[nH]c4c5[nH]c6c7sc(C=C8C(=C)c9cscc9C8=O)cc7sc6c5c5nsnc5c4c2C3)C(=O)c2cscc21,c1csc(-c2ccc(-c3ccc(-c4cc5c(-c6cccs6)c6sccc6c(-c6cccs6)c5s4)s3)c3n[nH]nc23)c1||C=C1C(=Cc2cc3c(s2)-c2[nH]c4c5[nH]c6c7sc(C=C8C(=C)c9cscc9C8=O)cc7sc6c5c5nsnc5c4c2C3)C(=O)c2cscc21
24,CC(S1)=CC=C1C(C2=NN3CC(CCCCCC)CCCC)=C(C(F)=C(C2=N3)C4=CC=C(S4)C5=CC6=C(C7=C(C(CCCCCCCC)(CCCCCCCC)O6)C=C(C)S7)S5)F||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3,CC(S1)=CC=C1C(C2=NN3CC(CCCCCC)CCCC)=C(C(F)=C(C2=N3)C4=CC=C(S4)C5=CC6=C(C7=C(C(CCCCCCCC)(CCCCCCCC)O6)C=C(C)S7)S5)F,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3,8.38,1,8.38,8.38,maximum,c1csc(-c2ccc(-c3ccc(-c4cc5c(s4)-c4sccc4CO5)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3scc(C(C4=CC5C6Sc7cc(C=C8C(=C)c9ccccc9C8=O)sc7C6C(c6ccccc6)(c6ccccc6)C5C=C4)(c4ccccc4)c4ccccc4)c3s2)C(=C)c2ccccc21,c1csc(-c2ccc(-c3ccc(-c4cc5c(s4)-c4sccc4CO5)s3)c3n[nH]nc23)c1||C=C1C(=Cc2cc3scc(C(C4=CC5C6Sc7cc(C=C8C(=C)c9ccccc9C8=O)sc7C6C(c6ccccc6)(c6ccccc6)C5C=C4)(c4ccccc4)c4ccccc4)c3s2)C(=C)c2ccccc21
25,CC(S1)=CC=C1C(C2=NN3CC(CCCCCC)CCCC)=C(C(F)=C(C2=N3)C4=CC=C(S4)C5=CC6=C(C7=C(C(CCCCCCCC)(CCCCCCCC)S6)C=C(C)S7)S5)F||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3,CC(S1)=CC=C1C(C2=NN3CC(CCCCCC)CCCC)=C(C(F)=C(C2=N3)C4=CC=C(S4)C5=CC6=C(C7=C(C(CCCCCCCC)(CCCCCCCC)S6)C=C(C)S7)S5)F,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3,10.51,1,10.51,10.51,maximum,c1csc(-c2ccc(-c3ccc(-c4cc5c(s4)-c4sccc4CS5)s3)c3n[nH]nc23)c1,C=C1C(=Cc2cc3scc(C(C4=CC5C6Sc7cc(C=C8C(=C)c9ccccc9C8=O)sc7C6C(c6ccccc6)(c6ccccc6)C5C=C4)(c4ccccc4)c4ccccc4)c3s2)C(=C)c2ccccc21,c1csc(-c2ccc(-c3ccc(-c4cc5c(s4)-c4sccc4CS5)s3)c3n[nH]nc23)c1||C=C1C(=Cc2cc3scc(C(C4=CC5C6Sc7cc(C=C8C(=C)c9ccccc9C8=O)sc7C6C(c6ccccc6)(c6ccccc6)C5C=C4)(c4ccccc4)c4ccccc4)c3s2)C(=C)c2ccccc21
26,CC(S1)=CC=C1C(N(C2=O)CC(CCCCCCCCCCCC)CCCCCCCCCC)=C3C2=C(C4=CC=C(S4)C5=CC(CCCCCC)=C(S5)C6=CC=C(C7=CC=C(C8=C(CCCCCC)C=CS8)S7)S6)N(C3=O)CC(CCCCCCCCCC)CCCCCCCCCCCC||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,CC(S1)=CC=C1C(N(C2=O)CC(CCCCCCCCCCCC)CCCCCCCCCC)=C3C2=C(C4=CC=C(S4)C5=CC(CCCCCC)=C(S5)C6=CC=C(C7=CC=C(C8=C(CCCCCC)C=CS8)S7)S6)N(C3=O)CC(CCCCCCCCCC)CCCCCCCCCCCC,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,3.8,1,3.8,3.8,maximum,O=C1NC(c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6cccs6)s5)s4)s3)s2)=C2C(=O)NC(c3cccs3)=C12,C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21,O=C1NC(c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6cccs6)s5)s4)s3)s2)=C2C(=O)NC(c3cccs3)=C12||C=C1C(=Cc2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3cc(C=C4C(=C)c5ccccc5C4=O)sc23)C(=O)c2ccccc21
27,CC(S1)=CC=C1C2=C3C(C(C4=C(SC(CC(CC)CCCC)=C4C3=O)CC(CCCC)CC)=O)=C(S2)C(S5)=CC=C5C6=CC7=C(C8=CC(Cl)=C(CCCCCBr)C8)C9=C(C=C(S9)C)C(C%10=CC(Cl)=C(CCCCCBr)C%10)=C7S6||O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,CC(S1)=CC=C1C2=C3C(C(C4=C(SC(CC(CC)CCCC)=C4C3=O)CC(CCCC)CC)=O)=C(S2)C(S5)=CC=C5C6=CC7=C(C8=CC(Cl)=C(CCCCCBr)C8)C9=C(C=C(S9)C)C(C%10=CC(Cl)=C(CCCCCBr)C%10)=C7S6,O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,13.2,1,13.2,13.2,maximum,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(C6=CC=CC6)c6sccc6c(C6=CC=CC6)c5s4)s3)sc(-c3cccs3)c21,C=C1C(=Cc2cc3sc4c5c6nsnc6c6c7sc8cc(C=C9C(=C)c%10ccccc%10C9=O)sc8c7n(-c7ccccc7)c6c5n(-c5ccccc5)c4c3s2)C(=O)c2ccccc21,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(C6=CC=CC6)c6sccc6c(C6=CC=CC6)c5s4)s3)sc(-c3cccs3)c21||C=C1C(=Cc2cc3sc4c5c6nsnc6c6c7sc8cc(C=C9C(=C)c%10ccccc%10C9=O)sc8c7n(-c7ccccc7)c6c5n(-c5ccccc5)c4c3s2)C(=O)c2ccccc21
28,CC(S1)=CC=C1C2=C3C(C(C4=C(SC(CC(CC)CCCC)=C4C3=O)CC(CCCC)CC)=O)=C(S2)C(S5)=CC=C5C6=CC7=C(C8=CC(Cl)=C(CCCCCC9=CC=C(CCCCCC)S9)C8)C%10=C(C=C(S%10)C)C(C%11=CC(Cl)=C(CCCCCC%12=CC=C(CCCCCC)S%12)C%11)=C7S6||O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,CC(S1)=CC=C1C2=C3C(C(C4=C(SC(CC(CC)CCCC)=C4C3=O)CC(CCCC)CC)=O)=C(S2)C(S5)=CC=C5C6=CC7=C(C8=CC(Cl)=C(CCCCCC9=CC=C(CCCCCC)S9)C8)C%10=C(C=C(S%10)C)C(C%11=CC(Cl)=C(CCCCCC%12=CC=C(CCCCCC)S%12)C%11)=C7S6,O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,12.46,1,12.46,12.46,maximum,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(C6=CC=C(CCCCCc7cccs7)C6)c6sccc6c(C6=CC=C(CCCCCc7cccs7)C6)c5s4)s3)sc(-c3cccs3)c21,C=C1C(=Cc2cc3sc4c5c6nsnc6c6c7sc8cc(C=C9C(=C)c%10ccccc%10C9=O)sc8c7n(-c7ccccc7)c6c5n(-c5ccccc5)c4c3s2)C(=O)c2ccccc21,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(C6=CC=C(CCCCCc7cccs7)C6)c6sccc6c(C6=CC=C(CCCCCc7cccs7)C6)c5s4)s3)sc(-c3cccs3)c21||C=C1C(=Cc2cc3sc4c5c6nsnc6c6c7sc8cc(C=C9C(=C)c%10ccccc%10C9=O)sc8c7n(-c7ccccc7)c6c5n(-c5ccccc5)c4c3s2)C(=O)c2ccccc21
29,CC(S1)=CC=C1C2=C3C(C(C4=C(SC(CC(CC)CCCC)=C4C3=O)CC(CCCC)CC)=O)=C(S2)C(S5)=CC=C5C6=CC7=C(C8=CC(Cl)=C(CCCCCCI)C8)C9=C(C=C(S9)C)C(C%10=CC(Cl)=C(CCCCCCI)C%10)=C7S6||O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,CC(S1)=CC=C1C2=C3C(C(C4=C(SC(CC(CC)CCCC)=C4C3=O)CC(CCCC)CC)=O)=C(S2)C(S5)=CC=C5C6=CC7=C(C8=CC(Cl)=C(CCCCCCI)C8)C9=C(C=C(S9)C)C(C%10=CC(Cl)=C(CCCCCCI)C%10)=C7S6,O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,12.63,1,12.63,12.63,maximum,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(C6=CC=CC6)c6sccc6c(C6=CC=CC6)c5s4)s3)sc(-c3cccs3)c21,C=C1C(=Cc2cc3sc4c5c6nsnc6c6c7sc8cc(C=C9C(=C)c%10ccccc%10C9=O)sc8c7n(-c7ccccc7)c6c5n(-c5ccccc5)c4c3s2)C(=O)c2ccccc21,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(C6=CC=CC6)c6sccc6c(C6=CC=CC6)c5s4)s3)sc(-c3cccs3)c21||C=C1C(=Cc2cc3sc4c5c6nsnc6c6c7sc8cc(C=C9C(=C)c%10ccccc%10C9=O)sc8c7n(-c7ccccc7)c6c5n(-c5ccccc5)c4c3s2)C(=O)c2ccccc21
30,CC(S1)=CC=C1C2=C3C(C(C4=C(SC(CC(CC)CCCC)=C4C3=O)CC(CCCC)CC)=O)=C(S2)C(S5)=CC=C5C6=CC7=C(C8=CC(Cl)=C(CCCCCCOC(C)=O)C8)C9=C(C=C(S9)C)C(C%10=CC(Cl)=C(CCCCCCOC(C)=O)C%10)=C7S6||O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,CC(S1)=CC=C1C2=C3C(C(C4=C(SC(CC(CC)CCCC)=C4C3=O)CC(CCCC)CC)=O)=C(S2)C(S5)=CC=C5C6=CC7=C(C8=CC(Cl)=C(CCCCCCOC(C)=O)C8)C9=C(C=C(S9)C)C(C%10=CC(Cl)=C(CCCCCCOC(C)=O)C%10)=C7S6,O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,12.59,1,12.59,12.59,maximum,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(C6=CC=CC6)c6sccc6c(C6=CC=CC6)c5s4)s3)sc(-c3cccs3)c21,C=C1C(=Cc2cc3sc4c5c6nsnc6c6c7sc8cc(C=C9C(=C)c%10ccccc%10C9=O)sc8c7n(-c7ccccc7)c6c5n(-c5ccccc5)c4c3s2)C(=O)c2ccccc21,O=C1c2cscc2C(=O)c2c(-c3ccc(-c4cc5c(C6=CC=CC6)c6sccc6c(C6=CC=CC6)c5s4)s3)sc(-c3cccs3)c21||C=C1C(=Cc2cc3sc4c5c6nsnc6c6c7sc8cc(C=C9C(=C)c%10ccccc%10C9=O)sc8c7n(-c7ccccc7)c6c5n(-c5ccccc5)c4c3s2)C(=O)c2ccccc21
