Donor,Donor_SMILES,Acceptor,Acceptor_SMILES,PCE(%),JSC(mA/cm2 ),FF,Voc
P-P,FC1=C(C2=CC=C(C3=CC4=C(C(C(C=C5)=CC=C5CC(CCCC)CC)=C6C=C(OC6=C4C(C=C7)=CC=C7CC(CC)CCCC)C)O3)S2)C8=NN(CC(CCCCCCCC)CCCCCC)N=C8C(C9=CC=C(C)S9)=C1F,m-ITIC,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1cccc(c1)CCCCCC)c1cc(ccc1)CCCCCC)c1c(C3(c2cc(ccc2)CCCCCC)c2cccc(c2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,7.91,16.25,0.563,0.8
P-P,FC1=C(C2=CC=C(C3=CC4=C(C(C(C=C5)=CC=C5CC(CCCC)CC)=C6C=C(OC6=C4C(C=C7)=CC=C7CC(CC)CCCC)C)O3)S2)C8=NN(CC(CCCCCCCC)CCCCCC)N=C8C(C9=CC=C(C)S9)=C1F,Y6,O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,8.22,24.2,0.543,0.616
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,ITC-2Cl,O=C(C1=C(SC=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC(CC4=C5C(C(C=C6)=CC=C6CCCCCC)(C(C4=C7)=CC8=C7C(C9=CC=C(C=C9)CCCCCC)(C%10=CC=C(C=C%10)CCCCCC)C%11=C8SC%12=C%11SC(/C=C%13C(C%14=C(SC=C%14C\%13=C(C#N)\C#N)Cl)=O)=C%12)C%15=CC=C(C=C%15)CCCCCC)=C5S3,13.72,20.27,0.739,0.915
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,IXIC-4Cl,c1(c(cc2c(c1)C(=O)/C(=C\c1sc3c(c1)sc1c3C(c3c1sc1c3sc3c1C(c1c3sc3c1sc(c3)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)Cl)Cl)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)Cl)Cl,12.01,21.6,0.699,0.795
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,BDSeThCl,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C4=C(C5=C2C=C(S5)/C=C6C(C7=C(C/6=C(C#N)/C#N)C=C(Cl)C7)=O)[Se]C8=CC9=C([Se]C%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC(/C=C%14\C(C%15=C(SC(Cl)=C%15)C%14=O)=C(C#N)/C#N)=C%13)C=C84)C=C1,11.91,17.85,0.688,0.97
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,BDSePhCl,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(C=C3)CCCCCC)C4=C([Se]C5=CC6=C(C=C54)[Se]C7=C6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C%10=C7SC(/C=C%11\C(C%12=C(C=C(Cl)C=C%12)C%11=O)=C(C#N)\C#N)=C%10)C%13=C2C=C(/C=C%14C(C(C=C(Cl)C=C%15)=C%15C/%14=C(C#N)/C#N)=O)S%13,13.68,20.35,0.731,0.92
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,IT-4F,c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)F,13.4,20.5,0.768,0.852
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,Y6,O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,15.4,24.2,0.728,0.875
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,ITC-2Cl,O=C(C1=C(SC=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC(CC4=C5C(C(C=C6)=CC=C6CCCCCC)(C(C4=C7)=CC8=C7C(C9=CC=C(C=C9)CCCCCC)(C%10=CC=C(C=C%10)CCCCCC)C%11=C8SC%12=C%11SC(/C=C%13C(C%14=C(SC=C%14C\%13=C(C#N)\C#N)Cl)=O)=C%12)C%15=CC=C(C=C%15)CCCCCC)=C5S3,13.72,19.64,0.739,0.915
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,IXIC-4Cl,c1(c(cc2c(c1)C(=O)/C(=C\c1sc3c(c1)sc1c3C(c3c1sc1c3sc3c1C(c1c3sc3c1sc(c3)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)Cl)Cl)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)Cl)Cl,12.01,21.19,0.699,0.795
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,ITC6-IC,CCCCCCC(C(SC1=C2C(C3=CC=C(C=C3)CCCCCC)(C(C=C4C5=C6C7=C(C(CCCCCC)=C(S7)/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)S5)=C1C=C4C6(C(C=C%10)=CC=C%10CCCCCC)C(C=C%11)=CC=C%11CCCCCC)C(C=C%12)=CC=C%12CCCCCC)=C2S%13)=C%13/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)/C#N)=O,5.85,11.58,0.474,1.019
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,ITC6-IC,CCCCCCC(C(SC1=C2C(C3=CC=C(C=C3)CCCCCC)(C(C=C4C5=C6C7=C(C(CCCCCC)=C(S7)/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)S5)=C1C=C4C6(C(C=C%10)=CC=C%10CCCCCC)C(C=C%11)=CC=C%11CCCCCC)C(C=C%12)=CC=C%12CCCCCC)=C2S%13)=C%13/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)/C#N)=O,8.21,13.48,0.587,1.009
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,IT-4F,c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)F,10.24,18.03,0.633,0.88
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,IT-4F,c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)F,12.48,20.08,0.706,0.858
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,ITC6-4F,FC1=CC(C2=O)=C(C=C1F)C(/C2=C/C(S3)=C(CCCCCC)C4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C(C5=C8)=CC9=C8C(S%10)=C(C9(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C(S%13)=C%10C(CCCCCC)=C%13/C=C(/C%14=C(C#N)\C#N)C(C%15=C%14C=C(F)C(F)=C%15)=O)=C(C#N)\C#N,12.1,19.62,0.635,0.96
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,ITC6-4F,FC1=CC(C2=O)=C(C=C1F)C(/C2=C/C(S3)=C(CCCCCC)C4=C3C(C5(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)=C(S4)C(C5=C8)=CC9=C8C(S%10)=C(C9(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C(S%13)=C%10C(CCCCCC)=C%13/C=C(/C%14=C(C#N)\C#N)C(C%15=C%14C=C(F)C(F)=C%15)=O)=C(C#N)\C#N,14.47,21.87,0.729,0.898
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,Y1-4F,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)\C#N)F)C2=C/C3=CC(SC(C4=C5C6=C(C7=C(N6CC(CCC)CCCC)C8=C(C=C(S8)/C=C9C(C%10=CC(F)=C(C=C%10C\9=C(C#N)\C#N)F)=O)S7)C%11=NN(N=C4%11)CC(CC)CCCC)=C%12N5CC(CCCC)CC)=C%12S3,14.0,25.4,0.656,0.83
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,IT-4F,c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)F,10.93,18.56,0.634,0.902
PM7,CC1=CC=C(S1)C2=C(C(C3=C(CC(CCCC)CC)CC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)S2,IT-4CL,O=C(C1=CC(Cl)=C(C=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC4=C(C(C5(C6=CC=C(C=C6)CCCCCC)C(C=C7)=CC=C7CCCCCC)=C(C8=CC9=C(C%10=C(C9(C%11=CC=C(C=C%11)CCCCCC)C%12=CC=C(C=C%12)CCCCCC)C%13=C(C=C(S%13)/C=C%14C(C%15=CC(Cl)=C(C=C%15C\%14=C(C#N)\C#N)Cl)=O)S%10)C=C85)S4)S3,10.77,19.6,0.609,0.871
PM6,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,IDIC,N#C/C(C#N)=C(C1=CC=CC=C1C2=O)/C2=C/C3=CC4=C(C5=C(C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8/C(C9=CC=CC=C9C8=O)=C(C#N)/C#N)=C7)=C5)C4(CCCCCC)CCCCCC)S3,11.5,17.3,0.7,0.95
PM6,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,SeTIC,c1cccc2c1C(=C(C#N)C#N)/C(=C/c1cc3c(s1)c1c([se]3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1[se]c1c3sc(c1)/C=C\1/C(=C(C#N)C#N)c3c(C1=O)cccc3)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=O,7.46,15.45,0.51,0.95
PM6,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,SeTIC4Cl,c1c(c(cc2c1C(=C(C#N)C#N)/C(=C/c1cc3c(s1)c1c([se]3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1[se]c1c3sc(c1)/C=C\1/C(=C(C#N)C#N)c3c(C1=O)cc(c(c3)Cl)Cl)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=O)Cl)Cl,13.32,22.92,0.75,0.78
PM6,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,ITCPTC,O=C(C1=CSC=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC(C(C=C4C5(C6=CC=C(C=C6)CCCCCCCC)C7=CC=C(CCCCCCCC)C=C7)=C8C=C4C9=C5C%10=C(C=C(S%10)/C=C%11C(C%12=CSC=C%12C\%11=C(C#N)\C#N)=O)S9)=C%13C8(C%14=CC=C(C=C%14)CCCCCCCC)C%15=CC=C(CCCCCCCC)C=C%15)=C%13S3,12.3,17.6,0.734,0.95
PM6,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,ITC-2Cl,O=C(C1=C(SC=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=CC(CC4=C5C(C(C=C6)=CC=C6CCCCCC)(C(C4=C7)=CC8=C7C(C9=CC=C(C=C9)CCCCCC)(C%10=CC=C(C=C%10)CCCCCC)C%11=C8SC%12=C%11SC(/C=C%13C(C%14=C(SC=C%14C\%13=C(C#N)\C#N)Cl)=O)=C%12)C%15=CC=C(C=C%15)CCCCCC)=C5S3,13.6,20.1,0.741,0.91
PM6,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,BTT-MIC,O=C1C2=C(C=CC(C)=C2)C(/C1=C/C(S3)=CC4=C3C(S5)=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C(C5=C8C9=CC(SC(CCC(CCCC)CC)=C%10)=C%10S9)=C(C%11=CC(SC(CC(CC)CCCC)=C%12)=C%12S%11)C%13=C8C(C%14(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=CC(CCCCCC)=C%16)=C(S%13)C(S%17)=C%14C=C%17/C=C%18/C(C%19=C(C%18=O)C=C(C)C=C%19)=C(C#N)\C#N)=C(C#N)\C#N,10.04,15.9,0.615,1.027
PM6,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,BTT-FIC,O=C1C2=C(C=CC(F)=C2)C(/C1=C/C(S3)=CC4=C3C(S5)=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C(C5=C8C9=CC(SC(CCC(CCCC)CC)=C%10)=C%10S9)=C(C%11=CC(SC(CC(CC)CCCC)=C%12)=C%12S%11)C%13=C8C(C%14(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=CC(CCCCCC)=C%16)=C(S%13)C(S%17)=C%14C=C%17/C=C%18/C(C%19=C(C%18=O)C=C(F)C=C%19)=C(C#N)\C#N)=C(C#N)\C#N,12.65,18.54,0.716,0.953
PM6,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,BDSeIC,CCCCCCC(C=C1)=CC=C1C2(C3=C(C4=C2C(C=C([Se]C5=C6C(C7=CC=C(C=C7)CCCCCC)(C8=C5SC(/C=C9/C(C%10=CC=CC=C%10C9=O)=C(C#N)/C#N)=C8)C%11=CC=C(C=C%11)CCCCCC)C6=C%12)=C%12[Se]4)SC(/C=C%13C(C%14=CC=CC=C%14C/%13=C(C#N)/C#N)=O)=C3)C(C=C%15)=CC=C%15CCCCCC,7.1,14.0,0.519,0.97
PM6,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,BDSeIC2Br,CCCCCCC(C=C1)=CC=C1C2(C3=C(C4=C2C(C=C([Se]C5=C6C(C7=CC=C(C=C7)CCCCCC)(C8=C5SC(/C=C9/C(C%10=CC(Br)=CC=C%10C9=O)=C(C#N)/C#N)=C8)C%11=CC=C(C=C%11)CCCCCC)C6=C%12)=C%12[Se]4)SC(/C=C%13C(C%14=CC(Br)=CC=C%14C/%13=C(C#N)/C#N)=O)=C3)C(C=C%15)=CC=C%15CCCCCC,12.5,20.3,0.691,0.89
PM6,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,BDSeIC4Br,CCCCCCC(C=C1)=CC=C1C2(C3=C(C4=C2C(C=C([Se]C5=C6C(C7=CC=C(C=C7)CCCCCC)(C8=C5SC(/C=C9/C(C%10=CC(Br)=C(Br)C=C%10C9=O)=C(C#N)/C#N)=C8)C%11=CC=C(C=C%11)CCCCCC)C6=C%12)=C%12[Se]4)SC(/C=C%13C(C%14=CC(Br)=C(Br)C=C%14C/%13=C(C#N)/C#N)=O)=C3)C(C=C%15)=CC=C%15CCCCCC,9.6,16.4,0.686,0.85
PM6,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,IT-4F,c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)F,12.88,20.6,0.75,0.833
PM6,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,Y6,O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,15.45,25.05,0.72,0.857
PM6,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,Y6,O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,15.75,24.89,0.744,0.845
PM6,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,IT-4F,c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)F,13.1,20.6,0.759,0.835
PM6,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,Y6,O=C(C/1=C\C2=C(C3=C(S2)C(N4C5=CC=C(CCCCCC)C=C5)=C(C6=C4C7=C(C8=NSN=C68)C(SC9=C%10SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)/C#N)F)=O)=C9CCCCCCCCCCC)=C%10N7C%13=CC=C(CCCCCC)C=C%13)S3)CCCCCCCCCCC)C%14=CC(F)=C(F)C=C%14C1=C(C#N)/C#N,15.5,24.5,0.746,0.848
